"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.023613583E0,2.464126311E-3,1.112613676E-2,-7.855909646E-2,7.938132320E-2
3.033657583E0,2.224690596E-2,3.189371087E-2,3.274440765E-4,3.888754090E-2
3.043700583E0,9.355191013E-3,3.163636942E-2,7.097993553E-2,7.827215799E-2
3.053743583E0,3.639786677E-3,3.693770181E-2,-3.155742288E-2,4.871871099E-2
3.063786583E0,3.073262286E-2,2.817648970E-2,-7.257154763E-2,8.369610627E-2
3.073830583E0,9.918547401E-3,2.121067428E-2,1.260074973E-2,2.659039638E-2
3.083873583E0,-1.623012562E-2,2.550283207E-2,-3.115981221E-3,3.038948437E-2
3.093916583E0,6.508152019E-3,2.804257932E-2,-5.356166482E-2,6.080784683E-2
3.103959583E0,9.209286994E-3,2.752269790E-2,-1.030162454E-2,3.079664486E-2
3.114002583E0,1.803403505E-2,3.342037319E-2,6.035320580E-2,7.130678239E-2
3.124046583E0,-2.661591352E-2,1.942935658E-2,-1.014959693E-2,3.448073473E-2
3.134089583E0,-3.801193811E-2,1.370617499E-2,-8.574240088E-2,9.478673948E-2
3.144132583E0,-3.216007438E-2,1.476337899E-2,4.373892725E-2,5.626119000E-2
3.154175583E0,-1.235934880E-2,-1.084640231E-2,7.263060451E-2,7.446880325E-2
3.164219583E0,-3.020406654E-3,-1.068425171E-2,-4.712037206E-2,4.841079997E-2
3.174262583E0,3.682711178E-3,-1.061255937E-2,-9.547918439E-3,1.474284655E-2
3.184305000E0,7.831961643E-3,-1.947831787E-2,1.055627078E-1,1.076300598E-1
3.194348000E0,1.054315794E-2,-5.095574353E-4,3.491021633E-2,3.647109859E-2
3.204391000E0,7.489328510E-3,1.069384480E-2,-3.364663303E-2,3.609077822E-2
3.214435000E0,1.438376450E-2,1.111862674E-2,4.239523709E-2,4.612887024E-2
3.224478000E0,-2.445769252E-3,1.378910495E-2,1.007761770E-1,1.017445776E-1
3.234521000E0,-6.873872518E-3,3.421568588E-2,-2.676036716E-2,4.397818248E-2
3.244564000E0,1.218902809E-2,4.012561292E-2,-2.900628269E-2,5.099021135E-2
3.254607000E0,6.238229927E-3,2.229139505E-2,6.784056544E-2,7.168098859E-2
3.264651000E0,-1.486864486E-2,2.241613260E-2,3.401091456E-2,4.336244816E-2
3.274694000E0,3.189098826E-3,3.234360843E-2,-5.475566626E-2,6.367466015E-2
3.284737000E0,2.356837441E-2,2.522096886E-2,8.711766601E-3,3.560141037E-2
3.294780000E0,3.640330285E-3,2.409068380E-2,8.819647729E-2,9.149989977E-2
3.304824000E0,-2.136730200E-2,1.933909932E-2,-3.484706640E-2,4.522035376E-2
3.314867000E0,-1.822252781E-2,2.409829432E-3,-9.217784643E-2,9.399267615E-2
3.324910000E0,-1.068751108E-2,1.069184395E-2,4.089718044E-2,4.360180946E-2
3.334953000E0,-1.018438329E-2,4.650546424E-3,5.062811673E-2,5.185128203E-2
3.344996000E0,-1.316887297E-2,4.190818230E-3,-8.678612888E-2,8.787954448E-2
3.355040000E0,8.961598026E-3,6.424993649E-3,-4.981359959E-2,5.101946184E-2
3.365083000E0,1.035829456E-2,6.060748659E-3,5.272434354E-2,5.407294464E-2
3.375126000E0,-8.942386725E-3,-8.066617716E-3,-3.364546359E-2,3.573588983E-2
3.385169000E0,3.820239517E-3,2.310227595E-2,-9.666499972E-2,9.946070358E-2
3.395213000E0,1.825483596E-2,2.109630640E-2,2.398586333E-2,3.679150471E-2
3.405256000E0,8.636074851E-3,5.833246289E-3,3.371738434E-2,3.529122494E-2
3.415299000E0,5.726781283E-3,2.159600579E-2,-8.333977997E-2,8.628268897E-2
3.425342000E0,4.663730068E-3,2.484260833E-2,-4.756534517E-2,5.386434468E-2
3.435385000E0,2.108307022E-2,1.101568834E-2,5.557076812E-2,6.044792394E-2
3.445429000E0,2.486014541E-3,2.491403572E-2,-3.244444549E-2,4.098208740E-2
3.455472000E0,7.436445470E-3,2.386732930E-2,-7.495662689E-2,7.901547978E-2
3.465515000E0,3.165885380E-2,2.505934817E-2,1.470808625E-2,4.297187168E-2
3.475558000E0,4.557415810E-3,2.527437039E-2,4.045688510E-2,4.791996859E-2
3.485602000E0,-2.131418827E-2,2.390334450E-2,-4.696132779E-2,5.684215696E-2
3.495645000E0,1.570212205E-2,1.791384051E-2,-6.492280483E-2,6.915513651E-2
3.505688000E0,2.149714217E-2,1.324456472E-2,8.087634802E-2,8.472620188E-2
3.515731000E0,-1.183274080E-2,5.264421841E-3,4.001132727E-2,4.205513288E-2
3.525774000E0,3.356678656E-3,1.720936066E-3,-4.755423546E-2,4.770360807E-2
3.535818000E0,3.912618672E-3,9.786969060E-3,1.965658486E-2,2.230414035E-2
3.545861000E0,-5.016017959E-3,4.010203220E-3,1.480906767E-1,1.482298576E-1
3.555904000E0,-2.147363225E-2,-1.116745099E-2,4.735133708E-2,5.317873604E-2
3.565947000E0,-1.082053980E-2,5.309089087E-3,2.983834147E-2,3.218069500E-2
3.575990000E0,-5.391888858E-3,7.109264061E-3,1.477942228E-1,1.480633189E-1
3.586034000E0,-1.560945282E-2,8.306810372E-3,1.124676847E-1,1.138491907E-1
3.596077000E0,-1.693508056E-2,6.533221956E-3,-2.642941475E-3,1.834298455E-2
3.606120000E0,-1.153174623E-2,8.418674916E-3,6.935499430E-2,7.080939551E-2
3.616163000E0,3.793700924E-4,2.079327445E-2,1.284820390E-1,1.301542874E-1
3.626206000E0,5.113486019E-3,8.233372997E-3,-3.994233012E-3,1.048284635E-2
3.636250000E0,1.221498653E-2,1.962438863E-2,-5.084797204E-2,5.585551705E-2
3.646293000E0,2.185936119E-2,1.789404220E-2,5.812483191E-2,6.462603580E-2
3.656336000E0,-4.974838486E-4,1.731874927E-2,1.905490637E-2,2.575414575E-2
3.666379000E0,2.012881148E-3,1.290550844E-2,-1.041389108E-1,1.049548311E-1
3.676423000E0,2.632828533E-2,1.659842712E-2,-6.552039027E-2,7.253694185E-2
3.686466000E0,1.242952224E-2,1.221430359E-2,1.082144201E-2,2.051306517E-2
3.696509000E0,-1.017792395E-2,4.081228618E-3,-8.393151820E-2,8.464482447E-2
3.706552000E0,1.462740381E-4,1.632426579E-2,-1.041412497E-1,1.054130112E-1
3.716595000E0,2.431167886E-2,3.539356180E-3,-1.103486538E-2,2.693237875E-2
3.726639000E0,-1.270147716E-3,4.289617902E-3,-7.291477919E-3,8.554516187E-3
3.736682000E0,-1.228827087E-2,2.459302358E-3,-1.221027267E-1,1.227441471E-1
3.746725000E0,1.136301066E-2,2.965086512E-4,-6.731723964E-2,6.827017417E-2
3.756768000E0,9.157539136E-4,3.422859544E-3,3.911319494E-2,3.927335727E-2
3.766812000E0,-2.362700417E-2,-5.381448381E-4,-3.393431604E-2,4.135290475E-2
3.776855000E0,1.352677053E-2,5.451085065E-3,-1.014450985E-1,1.024880279E-1
3.786898000E0,-2.814203224E-3,8.022315921E-3,2.968163610E-2,3.087518119E-2
3.796941000E0,-4.007539996E-3,6.683888258E-3,8.267144322E-2,8.303795677E-2
3.806984000E0,-9.324312690E-3,2.181537688E-2,-5.130113125E-2,5.652131937E-2
3.817028000E0,3.453557426E-3,2.629648196E-2,-3.552183509E-3,2.675911116E-2
3.827071000E0,4.307840201E-3,-1.900171498E-3,1.575128800E-1,1.575832335E-1
3.837114000E0,-6.201015597E-3,-9.304199181E-4,6.800019443E-2,6.828868660E-2
3.847157000E0,-6.504785302E-3,4.868410025E-3,-2.360988736E-2,2.496878910E-2
3.857201000E0,1.134905272E-2,2.556142299E-2,7.024552524E-2,7.560834054E-2
3.867244000E0,2.163725836E-2,2.034201558E-2,1.468873197E-1,1.498594449E-1
3.877287000E0,-4.888222036E-3,2.107763185E-2,-1.732237637E-2,2.771689020E-2
3.887330000E0,2.113244493E-2,2.439087437E-2,1.022210240E-2,3.385242028E-2
3.897373000E0,1.533294347E-2,-2.225760911E-3,1.376083732E-1,1.384778594E-1
3.907417000E0,1.695692768E-2,7.087538000E-3,3.761747718E-2,4.186699393E-2
3.917460000E0,8.540536829E-3,1.896573633E-2,-6.536894739E-2,6.859839070E-2
3.927503000E0,1.767460944E-2,1.414494457E-2,2.803681433E-2,3.603518050E-2
3.937546000E0,6.129928529E-3,7.419632440E-3,5.034335732E-2,5.125505435E-2
3.947590000E0,-1.919188196E-2,1.603988098E-2,-7.883683920E-2,8.270945127E-2
3.957633000E0,-1.508204767E-2,7.699997295E-3,-9.201003134E-2,9.355535253E-2
3.967676000E0,1.405646889E-2,1.743305320E-2,1.681366861E-2,2.800348395E-2
3.977719000E0,-1.687070637E-2,3.656136040E-3,-1.731535971E-2,2.445014818E-2
3.987762000E0,-1.646780809E-2,-3.522317028E-3,-1.256905782E-1,1.268137093E-1
3.997806000E0,9.104471086E-3,3.526601940E-6,-4.366057456E-2,4.459974413E-2
4.007849000E0,2.179887220E-2,2.644595141E-3,2.190366983E-2,3.101540689E-2
4.017892000E0,-1.230136315E-2,1.193279671E-3,-8.452559531E-2,8.542437424E-2
4.027935000E0,-7.200199685E-3,7.908998709E-4,-7.988524497E-2,8.021297128E-2
4.037978000E0,5.257190480E-3,9.589643804E-3,2.384786904E-2,2.623585672E-2
4.048022000E0,9.141381634E-3,9.084681915E-3,1.112608194E-2,1.702603897E-2
4.058065000E0,1.102778933E-2,-1.654570168E-3,-9.904481649E-2,9.967058450E-2
4.068108000E0,1.457736444E-2,9.604316661E-3,-2.464776814E-2,3.020355818E-2
4.078151000E0,-8.855722309E-3,6.652139705E-3,8.387772381E-2,8.460583510E-2
4.088195000E0,-1.222449054E-2,1.717698170E-2,-8.780763745E-3,2.283831608E-2
4.098238000E0,-1.682326855E-2,1.219651527E-2,-5.189170003E-2,5.589745863E-2
4.108281000E0,1.368493543E-2,2.290838594E-2,7.010577679E-2,7.501260923E-2
4.118324000E0,4.919184870E-3,-6.702919118E-4,1.015409929E-1,1.016622885E-1
4.128367000E0,-1.561886090E-2,1.222692993E-2,-1.295158267E-3,1.987772789E-2
4.138411000E0,1.818844494E-2,1.240128659E-2,3.567795575E-2,4.192288116E-2
4.148454000E0,1.547825135E-2,-7.179174833E-3,1.548301774E-1,1.557674570E-1
4.158497000E0,-5.127521621E-3,-1.361789117E-3,6.546542645E-2,6.568004269E-2
4.168540000E0,2.304268917E-3,1.372124984E-2,4.092466235E-3,1.450278016E-2
4.178583000E0,1.125538078E-2,2.861791793E-3,8.357717693E-2,8.438019882E-2
4.188627875E0,1.172735615E-2,1.136343322E-2,1.003423136E-1,1.016623746E-1
4.198670875E0,1.074669129E-2,1.934926799E-2,-6.506313801E-2,6.872479518E-2
4.208713875E0,1.627277832E-3,2.802462654E-2,-5.443465412E-2,6.124670844E-2
4.218756875E0,-2.975449332E-3,2.868244744E-2,1.980978191E-2,3.498519043E-2
4.228800875E0,-1.347002285E-2,4.347791302E-2,-3.258127034E-2,5.597597353E-2
4.238843875E0,-2.256089002E-2,4.038665456E-2,-1.384100264E-1,1.459363253E-1
4.248886875E0,2.029956845E-3,4.158405469E-2,-5.114208698E-2,6.594594294E-2
4.258929875E0,-1.920232016E-2,2.272557822E-2,5.693492353E-2,6.423991378E-2
4.268972875E0,-1.492982135E-2,1.749689749E-2,-7.658800006E-2,7.996726043E-2
4.279016875E0,9.982622378E-3,-1.196496553E-2,-1.747838008E-1,1.754770361E-1
4.289059875E0,2.913998293E-2,-8.557957420E-3,4.196722090E-2,5.180371483E-2
4.299102875E0,1.851698994E-3,-1.346199892E-2,2.670014083E-2,2.995916762E-2
4.309145875E0,-2.112398017E-4,-1.254787811E-2,-1.403495479E-1,1.409095080E-1
4.319189875E0,1.731819196E-2,9.164998904E-3,-7.358662426E-2,7.615056302E-2
4.329232875E0,8.354227636E-3,3.918593796E-3,4.556852102E-2,4.649342539E-2
4.339275875E0,1.647909595E-2,7.159641478E-4,-5.322486520E-2,5.572216331E-2
4.349318875E0,1.174317105E-2,1.486171271E-2,-6.220501900E-2,6.502489492E-2
4.359361875E0,6.131719239E-4,-1.465668557E-3,9.421793997E-2,9.423133437E-2
4.369405875E0,4.638915947E-3,-1.062939752E-2,9.092361867E-2,9.166028620E-2
4.379448875E0,-3.686169258E-3,-1.386263369E-2,-1.011860669E-2,1.755410658E-2
4.389491875E0,3.933383140E-3,1.311583461E-2,5.544271410E-2,5.710859101E-2
4.399534875E0,1.431734607E-2,7.606633706E-3,1.370224822E-1,1.379782878E-1
4.409578875E0,-1.917325310E-2,5.254499847E-3,6.636765182E-2,6.928122842E-2
4.419621875E0,-4.468170397E-3,3.862823236E-2,-1.266974688E-2,4.089776727E-2
4.429664875E0,4.993236659E-3,3.990720115E-2,6.741430342E-2,7.849971606E-2
4.439707875E0,-4.283066279E-2,3.926306639E-2,1.359723222E-1,1.478665833E-1
4.449750875E0,-2.068245372E-2,1.727803803E-2,-2.404667437E-2,3.611837536E-2
4.459794875E0,-1.340314304E-4,2.460147464E-2,1.786324382E-2,3.040305903E-2
4.469837875E0,2.470654179E-2,1.037302452E-2,1.299789262E-1,1.327122229E-1
4.479880875E0,1.837755897E-2,2.929628631E-3,-1.432158530E-2,2.348244457E-2
4.489923875E0,5.768570602E-3,1.915979080E-2,-8.303163171E-2,8.540858185E-2
4.499967875E0,2.689789778E-2,3.746640888E-2,2.923256993E-2,5.460560268E-2
4.510010875E0,2.838562587E-2,2.100554665E-2,4.749400914E-2,5.918325481E-2
4.520053875E0,2.303832432E-2,1.887885036E-2,-6.566832483E-2,7.210758812E-2
4.530096875E0,5.272680120E-2,3.396276640E-2,-8.183412194E-2,1.031038728E-1
4.540139875E0,2.610137225E-2,1.077406129E-2,2.369759560E-2,3.686377716E-2
4.550183875E0,3.473668650E-3,1.958872061E-3,-1.088108361E-2,1.158885387E-2
4.560226875E0,1.038114895E-2,-6.815651609E-3,-7.599684656E-2,7.700481834E-2
4.570269875E0,2.021651058E-2,-3.380068889E-2,-1.537116051E-2,4.227843948E-2
4.580312875E0,-2.226866857E-2,-2.650571178E-2,8.131138086E-3,3.556067720E-2
4.590355875E0,-2.030375514E-2,-3.239407721E-2,-6.985668540E-2,7.963400785E-2
4.600399875E0,9.895396081E-3,-2.758505297E-2,4.538608789E-3,2.965557251E-2
4.610442875E0,-3.656656807E-4,-6.485338742E-3,6.171970010E-2,6.206057291E-2
4.620485875E0,-3.055440155E-2,-9.114776803E-3,-6.539525986E-3,3.254867141E-2
4.630528875E0,-3.722496684E-2,1.188623825E-2,-5.129820764E-2,6.448633129E-2
4.640572875E0,-3.171458507E-2,2.663873593E-2,5.572864294E-2,6.943427685E-2
4.650615875E0,-2.680302670E-2,9.524520440E-3,9.105284214E-2,9.539255103E-2
4.660658875E0,-2.326389893E-2,3.553460760E-2,-5.025564909E-2,6.579929784E-2
4.670701875E0,4.472676865E-3,9.144588467E-3,-2.735561371E-2,2.918831852E-2
4.680744875E0,2.995066740E-2,1.469845662E-2,1.123016238E-1,1.171526432E-1
4.690788875E0,-9.465911239E-4,1.955826027E-2,5.811547637E-2,6.132560781E-2
4.700831875E0,1.541959875E-2,2.348255510E-2,-6.927079439E-2,7.475050084E-2
4.710874875E0,4.256123863E-2,3.027007612E-2,2.877531767E-2,5.963015553E-2
4.720917875E0,4.800279913E-2,2.754318142E-2,1.022718948E-1,1.162860096E-1
4.730961875E0,4.102123277E-2,2.477049571E-2,-1.393227768E-1,1.473334827E-1
4.741004875E0,5.913841020E-2,6.890782848E-2,-2.098232406E-1,2.286294659E-1
4.751047875E0,6.983980156E-2,6.196982388E-2,1.588624173E-1,1.842691634E-1
4.761090875E0,4.575989856E-3,-3.348292926E-2,2.136508280E-1,2.163070099E-1
4.771133875E0,4.903905365E-2,-4.892461267E-2,-2.514279342E-1,2.607958063E-1
4.781177875E0,5.038681858E-2,-3.464946706E-2,-2.539708883E-1,2.612290741E-1
4.791220875E0,-5.882679929E-2,-1.073243642E-2,2.298253959E-1,2.374773466E-1
4.801263875E0,-3.662581224E-2,-1.717913786E-2,5.514158249E-2,6.838981664E-2
4.811306875E0,-4.721916716E-2,8.464849647E-4,-3.261126655E-1,3.295145473E-1
4.821350875E0,-3.121491994E-2,2.191771229E-2,-3.945467234E-2,5.487648410E-2
4.831393875E0,-5.269811329E-2,1.466698215E-2,2.058874798E-1,2.130301994E-1
4.841436875E0,-5.779514488E-2,4.921824340E-2,-6.894218087E-2,1.025462752E-1
4.851479875E0,-3.638870765E-3,5.517452789E-2,-1.234317988E-1,1.352511696E-1
4.861522875E0,1.701692559E-2,1.280303598E-2,1.540893352E-1,1.555539029E-1
4.871566875E0,-2.360792763E-3,1.073756187E-2,8.089272022E-2,8.163639361E-2
4.881609875E0,3.282049912E-2,1.755869525E-2,-7.732708812E-2,8.581941213E-2
4.891652875E0,3.858705517E-2,2.835735139E-3,8.299187064E-2,9.156774985E-2
4.901695875E0,2.436847451E-2,4.277439248E-3,1.491566241E-1,1.511946346E-1
4.911739875E0,4.249404590E-3,7.664786093E-3,3.913658381E-2,4.010584218E-2
4.921782875E0,1.519743882E-2,-1.977721109E-2,-5.469485521E-3,2.553459412E-2
4.931825875E0,7.053626433E-3,5.719581898E-4,1.228155023E-1,1.230192196E-1
4.941868875E0,-1.621371459E-2,3.177824663E-3,7.446663022E-2,7.627753357E-2
4.951911875E0,-9.265543604E-3,1.598120783E-2,-8.674929142E-2,8.869435644E-2
4.961955875E0,-1.046981650E-2,1.890308890E-2,1.668502986E-2,2.730080674E-2
4.971998875E0,-9.018185826E-3,-1.287669263E-2,9.482254207E-2,9.611686311E-2
4.982041875E0,-1.242724503E-2,-1.260091418E-2,-6.848726749E-2,7.073701482E-2
4.992084875E0,-8.172153106E-3,5.451587560E-3,-9.228894353E-2,9.281030649E-2
5.002127875E0,-4.446332417E-3,1.042924915E-2,7.625997126E-2,7.709813439E-2
5.012171875E0,-3.733782952E-3,2.298262730E-2,-1.684641302E-2,2.873924015E-2
5.022214875E0,-4.068086087E-2,2.390442258E-3,-1.127986372E-1,1.199340619E-1
5.032257875E0,2.319464826E-3,1.538861993E-2,-1.789540350E-2,2.371571224E-2
5.042300875E0,9.868220233E-3,7.074253857E-3,6.682899714E-2,6.792305718E-2
5.052344875E0,-1.477551424E-2,1.551516647E-2,-5.007789373E-2,5.446862998E-2
5.062387875E0,-1.847038123E-2,2.219448659E-2,-6.340135932E-2,6.966694038E-2
5.072430875E0,9.960667910E-3,2.113311645E-2,4.961537898E-2,5.484076355E-2
5.082473875E0,3.628217869E-3,1.767228655E-2,-6.782770157E-4,1.805363499E-2
5.092516875E0,1.898396091E-2,9.971293397E-3,-7.821644962E-2,8.110259216E-2
5.102560875E0,1.390056293E-2,-2.881270330E-3,2.297371030E-2,2.700590182E-2
5.112603875E0,5.496298203E-3,1.380703032E-2,9.557449400E-2,9.672294084E-2
5.122646875E0,-4.133232292E-3,1.425289879E-2,-4.737823427E-2,4.964801925E-2
5.132689875E0,2.065001081E-2,2.299106922E-2,-8.075881898E-2,8.646964238E-2
5.142733875E0,2.593902750E-2,2.493277422E-2,7.027885437E-2,7.895311108E-2
5.152776875E0,-7.144566625E-5,1.689073308E-2,2.312807679E-2,2.863930699E-2
5.162819875E0,5.413722270E-4,1.380938748E-2,-1.243164825E-1,1.250822933E-1
5.172862875E0,1.188502084E-2,2.538011363E-2,-2.821690857E-2,3.976930748E-2
5.182906125E0,-9.125696935E-3,1.171768312E-2,6.399017394E-2,6.569113184E-2
5.192950125E0,-1.456057653E-2,3.815691937E-3,-4.049196839E-2,4.319918284E-2
5.202993125E0,1.796798435E-2,3.996983031E-3,-6.055084169E-2,6.328687671E-2
5.213036125E0,6.320266819E-3,9.393999623E-3,6.997889221E-2,7.088891561E-2
5.223079125E0,9.887618828E-4,1.623292132E-2,5.575846374E-2,5.808176705E-2
5.233123125E0,-7.504727701E-3,9.022372523E-3,-7.042912781E-2,7.140018339E-2
5.243166125E0,1.252661115E-2,4.946643943E-3,-7.860996723E-3,1.559424710E-2
5.253209125E0,2.078095190E-2,-1.701960023E-2,1.337439483E-1,1.364146564E-1
5.263252125E0,5.342130424E-3,-1.348171500E-2,2.342394590E-2,2.754952338E-2
5.273295125E0,2.005581264E-3,-1.822850293E-2,-4.004465640E-2,4.404401414E-2
5.283339125E0,7.072714395E-3,2.393320184E-3,1.047043365E-1,1.049702308E-1
5.293382125E0,-1.183330496E-2,9.354722779E-4,1.129378009E-1,1.135598921E-1
5.303425125E0,-3.016359513E-2,2.235416126E-2,-2.806897402E-2,4.687662849E-2
5.313468125E0,-1.215771808E-2,1.039229292E-2,1.668736875E-2,2.311445731E-2
5.323512125E0,4.312113693E-3,2.899670787E-4,1.177278399E-1,1.178071420E-1
5.333555125E0,-6.513060483E-3,2.833386202E-2,-1.235224307E-2,3.158806108E-2
5.343598125E0,-3.439607705E-2,2.534489329E-2,-8.121022403E-2,9.176357785E-2
5.353641125E0,-1.765304098E-3,2.191342738E-2,4.752032161E-2,5.235929300E-2
5.363684125E0,-4.185868653E-3,1.581886536E-2,4.228238583E-2,4.533826363E-2
5.373728125E0,1.336132174E-2,2.063615793E-2,-1.098019391E-1,1.125204060E-1
5.383771125E0,3.061444286E-2,1.607593272E-2,-8.824734807E-2,9.478013593E-2
5.393814125E0,1.726907763E-2,1.820477603E-2,5.560351253E-2,6.100315990E-2
5.403857125E0,1.111544960E-2,1.916747441E-2,-2.373209417E-2,3.246779310E-2
5.413901125E0,1.168997052E-2,2.583473464E-2,-1.214799982E-1,1.247456568E-1
5.423944125E0,2.447615693E-2,1.135630692E-2,-3.241520941E-2,4.217574856E-2
5.433987125E0,1.653326493E-2,-2.290812098E-2,3.734090388E-2,4.682386100E-2
5.444030125E0,-1.366834624E-3,-1.460199583E-2,-7.672073185E-2,7.810990472E-2
5.454073125E0,1.356052450E-2,3.729609959E-3,-7.327730656E-2,7.461475371E-2
5.464117125E0,-1.407350347E-2,8.695915164E-3,5.815055966E-2,6.045800220E-2
5.474160125E0,-2.618458543E-2,1.504963674E-3,7.555772066E-3,2.729445221E-2
5.484203125E0,-2.369313024E-2,2.406092696E-3,-6.728741884E-2,7.137752053E-2
5.494246125E0,-2.162388742E-2,9.253675584E-4,3.135744810E-2,3.810168452E-2
5.504290125E0,-4.259109140E-2,7.863975149E-3,1.093446869E-1,1.176099644E-1
5.514333125E0,-5.976776704E-2,2.194117424E-2,-1.385088444E-2,6.515710325E-2
5.524376125E0,-2.646662908E-2,1.224514766E-2,1.518872738E-2,3.288044305E-2
5.534419125E0,1.779655130E-2,-3.181250766E-5,1.231137103E-1,1.243933435E-1
5.544462125E0,-2.190615947E-3,7.663086746E-3,1.102404803E-1,1.105282099E-1
5.554506125E0,4.677646898E-3,2.587181878E-2,-1.370119572E-2,2.964716094E-2
5.564549125E0,3.093475608E-2,1.857206340E-2,1.518814266E-2,3.914792906E-2
5.574592125E0,2.587662218E-2,1.200954141E-2,1.382340252E-1,1.411469957E-1
5.584635125E0,-9.676207721E-3,7.794064377E-3,8.006592393E-3,1.478113518E-2
5.594678125E0,3.384458412E-2,5.075967908E-3,-6.698687196E-2,7.522275147E-2
5.604722125E0,3.719472577E-2,1.636584498E-2,7.327321351E-2,8.378694603E-2
5.614765125E0,1.337043746E-2,1.516077038E-2,5.531056702E-2,5.888867786E-2
5.624808125E0,5.512419159E-3,1.720967129E-2,-9.467870057E-2,9.638784100E-2
5.634851125E0,2.392721301E-2,1.748103691E-2,-1.923733950E-2,3.532949766E-2
5.644895125E0,1.296115520E-2,-1.356691075E-3,5.785235167E-2,5.930199616E-2
5.654938125E0,9.812664832E-3,1.633127332E-3,-5.456270814E-2,5.546210071E-2
5.664981125E0,7.809411034E-3,1.592477306E-2,-1.018649286E-1,1.033975289E-1
5.675024125E0,8.375476326E-3,2.471389649E-3,6.509120464E-3,1.089151136E-2
5.685068125E0,-2.319323213E-3,9.139801059E-3,1.100036681E-2,1.448872988E-2
5.695111125E0,-1.602491576E-2,5.365871033E-3,-6.998298526E-2,7.199450481E-2
5.705154125E0,-1.440735664E-2,1.168204252E-2,-6.129987001E-2,6.404464151E-2
5.715197125E0,-9.545682336E-3,5.731760552E-3,6.039822936E-2,6.141595265E-2
5.725240125E0,-2.206035009E-2,8.206101218E-3,-1.444379210E-2,2.761561648E-2
5.735284125E0,-2.460366734E-2,1.336381137E-2,-6.728391051E-2,7.287699579E-2
5.745327125E0,1.050364355E-2,1.138240926E-2,4.348574281E-2,4.616162471E-2
5.755370125E0,1.771268258E-2,1.792199006E-3,8.345380068E-2,8.533163510E-2
5.765413125E0,2.146270755E-3,-5.390776517E-3,-4.857048154E-2,4.891583206E-2
5.775457125E0,1.508043512E-2,2.436187584E-3,-8.197796345E-4,1.529792705E-2
5.785500125E0,1.661736662E-2,-5.608128486E-3,1.106994867E-1,1.120801693E-1
5.795543125E0,-1.823833357E-3,2.528765453E-2,5.319796801E-3,2.590544494E-2
5.805586125E0,-1.636423243E-2,3.452693135E-2,-4.332845271E-2,5.776895278E-2
5.815629125E0,1.327951097E-2,1.794429171E-2,3.450909734E-2,4.110013158E-2
5.825673125E0,1.456771425E-2,1.951624255E-2,7.537470281E-2,7.921141234E-2
5.835716125E0,-1.234562612E-2,1.728582214E-2,-1.907946467E-2,2.855240977E-2
5.845759125E0,2.565286111E-2,1.281149617E-2,-5.740328550E-2,6.416650921E-2
5.855802125E0,3.744841956E-2,2.316968339E-3,9.153640687E-2,9.892758085E-2
5.865845125E0,-1.292995254E-3,4.743398381E-3,3.420621157E-2,3.455772815E-2
5.875889125E0,-2.151766224E-3,-8.745424636E-4,-1.091961676E-1,1.092208677E-1
5.885932125E0,1.841413148E-2,-5.689706281E-4,-1.773811340E-2,2.557429633E-2
5.895975125E0,1.109465316E-2,5.846046209E-3,6.997947693E-2,7.109426683E-2
5.906018125E0,-5.280764352E-3,2.805547060E-2,-4.153803527E-2,5.040242333E-2
5.916062125E0,-7.440887983E-3,1.100857118E-2,-6.548823059E-2,6.682262939E-2
5.926105125E0,9.083240668E-3,1.702970495E-2,5.321434021E-2,5.660637876E-2
5.936148125E0,-2.618865108E-3,5.582647417E-3,5.725593567E-2,5.758703479E-2
5.946191125E0,-9.271605522E-4,-2.407216458E-3,-7.042795837E-2,7.047518455E-2
5.956234125E0,1.352813412E-2,2.070142748E-3,1.938527405E-2,2.372940694E-2
5.966278125E0,2.481599436E-3,7.390551679E-3,8.764333069E-2,8.798938575E-2
5.976321125E0,9.180754409E-3,-2.348733338E-2,-4.288464904E-2,4.974971562E-2
5.986364125E0,-7.691441174E-3,2.298366884E-3,-1.005148065E-1,1.008348505E-1
5.996407125E0,1.125451284E-2,3.670233311E-3,1.353963715E-1,1.359128842E-1
6.006451125E0,-1.328217876E-3,2.671611104E-3,6.699096501E-2,6.705737142E-2
6.016494125E0,-1.678542382E-2,1.895860090E-2,-7.970456600E-2,8.363011923E-2
